DATE,NASDAQCOM
1999-07-21,2761.77
1999-07-22,2684.44
1999-07-23,2692.40
1999-07-26,2619.19
1999-07-27,2679.33
1999-07-28,2705.84
1999-07-29,2640.01
1999-07-30,2638.49
1999-08-02,2623.63
1999-08-03,2587.99
1999-08-04,2540.00
1999-08-05,2565.83
1999-08-06,2547.97
1999-08-09,2518.98
1999-08-10,2490.11
1999-08-11,2564.98
1999-08-12,2549.49
1999-08-13,2637.81
1999-08-16,2645.28
1999-08-17,2671.22
1999-08-18,2657.73
1999-08-19,2621.43
1999-08-20,2648.33
1999-08-23,2719.57
1999-08-24,2752.37
1999-08-25,2805.60
1999-08-26,2774.62
1999-08-27,2758.90
1999-08-30,2712.69
1999-08-31,2739.35
1999-09-01,2750.80
1999-09-02,2734.24
1999-09-03,2843.11
1999-09-06,.
1999-09-07,2837.26
1999-09-08,2808.74
1999-09-09,2852.02
1999-09-10,2887.06
1999-09-13,2844.77
1999-09-14,2868.29
1999-09-15,2814.17
1999-09-16,2806.72
1999-09-17,2869.62
1999-09-20,2886.15
1999-09-21,2821.10
1999-09-22,2858.16
1999-09-23,2749.83
1999-09-24,2740.41
1999-09-27,2761.75
1999-09-28,2756.25
1999-09-29,2730.27
1999-09-30,2746.16
1999-10-01,2736.85
1999-10-04,2795.97
1999-10-05,2799.67
1999-10-06,2857.21
1999-10-07,2860.70
1999-10-08,2886.57
1999-10-11,2915.95
1999-10-12,2872.43
1999-10-13,2801.27
1999-10-14,2806.84
1999-10-15,2731.83
1999-10-18,2689.15
1999-10-19,2688.18
1999-10-20,2788.13
1999-10-21,2801.95
1999-10-22,2816.52
1999-10-25,2815.95
1999-10-26,2811.47
1999-10-27,2802.52
1999-10-28,2875.22
1999-10-29,2966.43
1999-11-01,2967.65
1999-11-02,2981.63
1999-11-03,3028.51
1999-11-04,3055.95
1999-11-05,3102.29
1999-11-08,3143.97
1999-11-09,3125.04
1999-11-10,3155.96
1999-11-11,3197.29
1999-11-12,3221.15
1999-11-15,3219.54
1999-11-16,3295.52
1999-11-17,3269.39
1999-11-18,3347.11
1999-11-19,3369.25
1999-11-22,3392.56
1999-11-23,3342.87
1999-11-24,3420.50
1999-11-25,.
1999-11-26,3447.81
1999-11-29,3421.37
1999-11-30,3336.16
1999-12-01,3353.71
1999-12-02,3452.78
1999-12-03,3520.63
1999-12-06,3546.01
1999-12-07,3586.92
1999-12-08,3586.08
1999-12-09,3594.17
1999-12-10,3620.24
1999-12-13,3658.17
1999-12-14,3571.66
1999-12-15,3621.95
1999-12-16,3715.06
1999-12-17,3753.06
1999-12-20,3783.87
1999-12-21,3911.15
1999-12-22,3937.30
1999-12-23,3969.44
1999-12-24,.
1999-12-27,3975.38
1999-12-28,3972.11
1999-12-29,4041.46
1999-12-30,4036.87
1999-12-31,4069.31
2000-01-03,4131.15
2000-01-04,3901.69
2000-01-05,3877.54
2000-01-06,3727.13
2000-01-07,3882.62
2000-01-10,4049.67
2000-01-11,3921.19
2000-01-12,3850.02
2000-01-13,3957.21
2000-01-14,4064.27
2000-01-17,.
2000-01-18,4130.81
2000-01-19,4151.29
2000-01-20,4189.51
2000-01-21,4235.40
2000-01-24,4096.08
2000-01-25,4167.41
2000-01-26,4069.91
2000-01-27,4039.56
2000-01-28,3887.07
2000-01-31,3940.35
2000-02-01,4051.98
2000-02-02,4073.96
2000-02-03,4210.98
2000-02-04,4244.14
2000-02-07,4321.77
2000-02-08,4427.50
2000-02-09,4363.24
2000-02-10,4485.63
2000-02-11,4395.45
2000-02-14,4418.55
2000-02-15,4420.77
2000-02-16,4427.65
2000-02-17,4548.92
2000-02-18,4411.74
2000-02-21,.
2000-02-22,4382.12
2000-02-23,4550.33
2000-02-24,4617.65
2000-02-25,4590.50
2000-02-28,4577.85
2000-02-29,4696.69
2000-03-01,4784.08
2000-03-02,4754.51
2000-03-03,4914.79
2000-03-06,4904.85
2000-03-07,4847.84
2000-03-08,4897.26
2000-03-09,5046.86
2000-03-10,5048.62
2000-03-13,4907.24
2000-03-14,4706.63
2000-03-15,4582.62
2000-03-16,4717.39
2000-03-17,4798.13
2000-03-20,4610.00
2000-03-21,4711.68
2000-03-22,4864.75
2000-03-23,4940.61
2000-03-24,4963.03
2000-03-27,4958.56
2000-03-28,4833.89
2000-03-29,4644.67
2000-03-30,4457.89
2000-03-31,4572.83
2000-04-03,4223.68
2000-04-04,4148.89
2000-04-05,4169.22
2000-04-06,4267.56
2000-04-07,4446.45
2000-04-10,4188.20
2000-04-11,4055.90
2000-04-12,3769.63
2000-04-13,3676.78
2000-04-14,3321.29
2000-04-17,3539.16
2000-04-18,3793.57
2000-04-19,3706.41
2000-04-20,3643.88
2000-04-21,.
2000-04-24,3482.48
2000-04-25,3711.23
2000-04-26,3630.09
2000-04-27,3774.03
2000-04-28,3860.66
2000-05-01,3958.08
2000-05-02,3785.45
2000-05-03,3707.31
2000-05-04,3720.24
2000-05-05,3816.82
2000-05-08,3669.38
2000-05-09,3585.01
2000-05-10,3384.73
2000-05-11,3499.58
2000-05-12,3529.06
2000-05-15,3607.65
2000-05-16,3717.57
2000-05-17,3644.96
2000-05-18,3538.71
2000-05-19,3390.40
2000-05-22,3364.21
2000-05-23,3164.55
2000-05-24,3270.61
2000-05-25,3205.35
2000-05-26,3205.11
2000-05-29,.
2000-05-30,3459.48
2000-05-31,3400.91
2000-06-01,3582.50
2000-06-02,3813.38
2000-06-05,3821.76
2000-06-06,3756.37
2000-06-07,3839.26
2000-06-08,3825.56
2000-06-09,3874.84
2000-06-12,3767.91
2000-06-13,3851.06
2000-06-14,3797.41
2000-06-15,3845.74
2000-06-16,3860.56
2000-06-19,3989.83
2000-06-20,4013.36
2000-06-21,4064.01
2000-06-22,3936.84
2000-06-23,3845.34
2000-06-26,3912.12
2000-06-27,3858.96
2000-06-28,3940.34
2000-06-29,3877.23
2000-06-30,3966.11
2000-07-03,3991.93
2000-07-04,.
2000-07-05,3863.10
2000-07-06,3960.57
2000-07-07,4023.20
2000-07-10,3980.29
2000-07-11,3956.42
2000-07-12,4099.59
2000-07-13,4174.86
2000-07-14,4246.18
2000-07-17,4274.67
2000-07-18,4177.17
2000-07-19,4055.63
2000-07-20,4184.56
2000-07-21,4094.45
2000-07-24,3981.57
2000-07-25,4029.57
2000-07-26,3987.72
2000-07-27,3842.23
2000-07-28,3663.00
2000-07-31,3766.99
2000-08-01,3685.52
2000-08-02,3658.46
2000-08-03,3759.88
2000-08-04,3787.36
2000-08-07,3862.99
2000-08-08,3848.55
2000-08-09,3853.50
2000-08-10,3759.99
2000-08-11,3789.47
2000-08-14,3849.69
2000-08-15,3851.66
2000-08-16,3861.20
2000-08-17,3940.87
2000-08-18,3930.34
2000-08-21,3953.15
2000-08-22,3958.21
2000-08-23,4011.01
2000-08-24,4053.28
2000-08-25,4042.68
2000-08-28,4070.59
2000-08-29,4082.17
2000-08-30,4103.81
2000-08-31,4206.35
2000-09-01,4234.33
2000-09-04,.
2000-09-05,4143.18
2000-09-06,4013.34
2000-09-07,4098.35
2000-09-08,3978.41
2000-09-11,3896.35
2000-09-12,3849.51
2000-09-13,3893.89
2000-09-14,3913.86
2000-09-15,3835.23
2000-09-18,3726.52
2000-09-19,3865.64
2000-09-20,3897.44
2000-09-21,3828.87
2000-09-22,3803.76
2000-09-25,3741.22
2000-09-26,3689.10
2000-09-27,3656.30
2000-09-28,3778.32
2000-09-29,3672.82
2000-10-02,3568.90
2000-10-03,3455.83
2000-10-04,3523.10
2000-10-05,3472.10
2000-10-06,3361.01
2000-10-09,3355.56
2000-10-10,3240.54
2000-10-11,3168.49
2000-10-12,3074.68
2000-10-13,3316.77
2000-10-16,3290.28
2000-10-17,3213.96
2000-10-18,3171.56
2000-10-19,3418.60
2000-10-20,3483.14
2000-10-23,3468.69
2000-10-24,3419.79
2000-10-25,3229.57
2000-10-26,3272.18
2000-10-27,3278.36
2000-10-30,3191.40
2000-10-31,3369.63
2000-11-01,3333.39
2000-11-02,3429.02
2000-11-03,3451.58
2000-11-06,3416.21
2000-11-07,3415.79
2000-11-08,3231.70
2000-11-09,3200.35
2000-11-10,3028.99
2000-11-13,2966.72
2000-11-14,3138.27
2000-11-15,3165.49
2000-11-16,3031.88
2000-11-17,3027.19
2000-11-20,2875.64
2000-11-21,2871.45
2000-11-22,2755.34
2000-11-23,.
2000-11-24,2904.38
2000-11-27,2880.49
2000-11-28,2734.98
2000-11-29,2706.93
2000-11-30,2597.93
2000-12-01,2645.29
2000-12-04,2615.75
2000-12-05,2889.80
2000-12-06,2796.50
2000-12-07,2752.66
2000-12-08,2917.43
2000-12-11,3015.10
2000-12-12,2931.77
2000-12-13,2822.77
2000-12-14,2728.51
2000-12-15,2653.27
2000-12-18,2624.52
2000-12-19,2511.71
2000-12-20,2332.78
2000-12-21,2340.12
2000-12-22,2517.02
2000-12-25,.
2000-12-26,2493.52
2000-12-27,2539.35
2000-12-28,2557.76
2000-12-29,2470.52
2001-01-01,.
2001-01-02,2291.86
2001-01-03,2616.69
2001-01-04,2566.83
2001-01-05,2407.65
2001-01-08,2395.92
2001-01-09,2441.30
2001-01-10,2524.18
2001-01-11,2640.57
2001-01-12,2626.50
2001-01-15,.
2001-01-16,2618.55
2001-01-17,2682.78
2001-01-18,2768.49
2001-01-19,2770.38
2001-01-22,2757.91
2001-01-23,2840.39
2001-01-24,2859.15
2001-01-25,2754.28
2001-01-26,2781.30
2001-01-29,2838.34
2001-01-30,2838.35
2001-01-31,2772.73
2001-02-01,2782.79
2001-02-02,2660.50
2001-02-05,2643.21
2001-02-06,2664.49
2001-02-07,2607.82
2001-02-08,2562.06
2001-02-09,2470.97
2001-02-12,2489.66
2001-02-13,2427.72
2001-02-14,2491.40
2001-02-15,2552.91
2001-02-16,2425.38
2001-02-19,.
2001-02-20,2318.35
2001-02-21,2268.94
2001-02-22,2244.96
2001-02-23,2262.51
2001-02-26,2308.50
2001-02-27,2207.82
2001-02-28,2151.83
2001-03-01,2183.37
2001-03-02,2117.63
2001-03-05,2142.92
2001-03-06,2204.43
2001-03-07,2223.92
2001-03-08,2168.73
2001-03-09,2052.78
2001-03-12,1923.38
2001-03-13,2014.78
2001-03-14,1972.09
2001-03-15,1940.71
2001-03-16,1890.91
2001-03-19,1951.18
2001-03-20,1857.44
2001-03-21,1830.23
2001-03-22,1897.70
2001-03-23,1928.68
2001-03-26,1918.49
2001-03-27,1972.26
2001-03-28,1854.13
2001-03-29,1820.57
2001-03-30,1840.26
2001-04-02,1782.97
2001-04-03,1673.00
2001-04-04,1638.80
2001-04-05,1785.00
2001-04-06,1720.36
2001-04-09,1745.71
2001-04-10,1852.03
2001-04-11,1898.95
2001-04-12,1961.43
2001-04-13,.
2001-04-16,1909.57
2001-04-17,1923.22
2001-04-18,2079.44
2001-04-19,2182.14
2001-04-20,2163.41
2001-04-23,2059.32
2001-04-24,2016.61
2001-04-25,2059.80
2001-04-26,2034.88
2001-04-27,2075.68
2001-04-30,2116.24
2001-05-01,2168.24
2001-05-02,2220.60
2001-05-03,2146.20
2001-05-04,2191.53
2001-05-07,2173.57
2001-05-08,2198.77
2001-05-09,2156.63
2001-05-10,2128.86
2001-05-11,2107.43
2001-05-14,2081.92
2001-05-15,2085.58
2001-05-16,2166.44
2001-05-17,2193.68
2001-05-18,2198.88
2001-05-21,2305.59
2001-05-22,2313.85
2001-05-23,2243.48
2001-05-24,2282.02
2001-05-25,2251.03
2001-05-28,.
2001-05-29,2175.54
2001-05-30,2084.50
2001-05-31,2110.49
2001-06-01,2149.44
2001-06-04,2155.93
2001-06-05,2233.66
2001-06-06,2217.73
2001-06-07,2264.00
2001-06-08,2215.10
2001-06-11,2170.78
2001-06-12,2169.95
2001-06-13,2121.66
2001-06-14,2044.07
2001-06-15,2028.43
2001-06-18,1988.63
2001-06-19,1992.66
2001-06-20,2031.24
2001-06-21,2058.76
2001-06-22,2034.84
2001-06-25,2050.87
2001-06-26,2064.62
2001-06-27,2074.74
2001-06-28,2125.46
2001-06-29,2160.54
2001-07-02,2148.72
2001-07-03,2140.80
2001-07-04,.
2001-07-05,2080.11
2001-07-06,2004.16
2001-07-09,2026.71
2001-07-10,1962.79
2001-07-11,1972.04
2001-07-12,2075.74
2001-07-13,2084.79
2001-07-16,2029.12
2001-07-17,2067.32
2001-07-18,2016.17
2001-07-19,2046.59
2001-07-20,2029.37
2001-07-23,1988.56
2001-07-24,1959.24
2001-07-25,1984.32
2001-07-26,2022.96
2001-07-27,2029.07
2001-07-30,2017.84
2001-07-31,2027.13
2001-08-01,2068.38
2001-08-02,2087.38
2001-08-03,2066.33
2001-08-06,2034.26
2001-08-07,2027.79
2001-08-08,1966.36
2001-08-09,1963.32
2001-08-10,1956.47
2001-08-13,1982.25
2001-08-14,1964.53
2001-08-15,1918.89
2001-08-16,1930.32
2001-08-17,1867.01
2001-08-20,1881.35
2001-08-21,1831.30
2001-08-22,1860.01
2001-08-23,1842.97
2001-08-24,1916.80
2001-08-27,1912.41
2001-08-28,1864.98
2001-08-29,1843.17
2001-08-30,1791.68
2001-08-31,1805.43
2001-09-03,.
2001-09-04,1770.78
2001-09-05,1759.01
2001-09-06,1705.64
2001-09-07,1687.70
2001-09-10,1695.38
2001-09-11,.
2001-09-12,.
2001-09-13,.
2001-09-14,.
2001-09-17,1579.55
2001-09-18,1555.08
2001-09-19,1527.80
2001-09-20,1470.93
2001-09-21,1423.19
2001-09-24,1499.40
2001-09-25,1501.64
2001-09-26,1464.04
2001-09-27,1460.71
2001-09-28,1498.80
2001-10-01,1480.46
2001-10-02,1492.33
2001-10-03,1580.81
2001-10-04,1597.31
2001-10-05,1605.30
2001-10-08,1605.95
2001-10-09,1570.19
2001-10-10,1626.26
2001-10-11,1701.47
2001-10-12,1703.40
2001-10-15,1696.31
2001-10-16,1722.07
2001-10-17,1646.34
2001-10-18,1652.72
2001-10-19,1671.31
2001-10-22,1708.08
2001-10-23,1704.44
2001-10-24,1731.54
2001-10-25,1775.47
2001-10-26,1768.96
2001-10-29,1699.52
2001-10-30,1667.41
2001-10-31,1690.20
2001-11-01,1746.30
2001-11-02,1745.73
2001-11-05,1793.65
2001-11-06,1835.08
2001-11-07,1837.53
2001-11-08,1827.77
2001-11-09,1828.48
2001-11-12,1840.13
2001-11-13,1892.11
2001-11-14,1903.19
2001-11-15,1900.57
2001-11-16,1898.58
2001-11-19,1934.42
2001-11-20,1880.51
2001-11-21,1875.05
2001-11-22,.
2001-11-23,1903.20
2001-11-26,1941.23
2001-11-27,1935.97
2001-11-28,1887.97
2001-11-29,1933.26
2001-11-30,1930.58
2001-12-03,1904.90
2001-12-04,1963.10
2001-12-05,2046.84
2001-12-06,2054.27
2001-12-07,2021.26
2001-12-10,1992.12
2001-12-11,2001.93
2001-12-12,2011.38
2001-12-13,1946.51
2001-12-14,1953.17
2001-12-17,1987.45
2001-12-18,2004.76
2001-12-19,1982.89
2001-12-20,1918.54
2001-12-21,1945.83
2001-12-24,1944.48
2001-12-25,.
2001-12-26,1960.70
2001-12-27,1976.42
2001-12-28,1987.26
2001-12-31,1950.40
2002-01-01,.
2002-01-02,1979.25
2002-01-03,2044.27
2002-01-04,2059.38
2002-01-07,2037.10
2002-01-08,2055.74
2002-01-09,2044.89
2002-01-10,2047.24
2002-01-11,2022.46
2002-01-14,1990.74
2002-01-15,2000.91
2002-01-16,1944.44
2002-01-17,1985.82
2002-01-18,1930.34
2002-01-21,.
2002-01-22,1882.53
2002-01-23,1922.38
2002-01-24,1942.58
2002-01-25,1937.70
2002-01-28,1943.91
2002-01-29,1892.99
2002-01-30,1913.44
2002-01-31,1934.03
2002-02-01,1911.24
2002-02-04,1855.53
2002-02-05,1838.52
2002-02-06,1812.71
2002-02-07,1782.11
2002-02-08,1818.88
2002-02-11,1846.66
2002-02-12,1834.21
2002-02-13,1859.16
2002-02-14,1843.37
2002-02-15,1805.20
2002-02-18,.
2002-02-19,1750.61
2002-02-20,1775.57
2002-02-21,1716.24
2002-02-22,1724.54
2002-02-25,1769.88
2002-02-26,1766.86
2002-02-27,1751.88
2002-02-28,1731.49
2002-03-01,1802.74
2002-03-04,1859.32
2002-03-05,1866.29
2002-03-06,1890.40
2002-03-07,1881.63
2002-03-08,1929.67
2002-03-11,1929.49
2002-03-12,1897.12
2002-03-13,1862.03
2002-03-14,1854.14
2002-03-15,1868.30
2002-03-18,1877.06
2002-03-19,1880.87
2002-03-20,1832.87
2002-03-21,1868.83
2002-03-22,1851.39
2002-03-25,1812.49
2002-03-26,1824.17
2002-03-27,1826.75
2002-03-28,1845.35
2002-03-29,.
2002-04-01,1862.62
2002-04-02,1804.40
2002-04-03,1784.35
2002-04-04,1789.75
2002-04-05,1770.03
2002-04-08,1785.87
2002-04-09,1742.57
2002-04-10,1767.07
2002-04-11,1725.24
2002-04-12,1756.19
2002-04-15,1753.78
2002-04-16,1816.79
2002-04-17,1810.67
2002-04-18,1802.43
2002-04-19,1796.83
2002-04-22,1758.68
2002-04-23,1730.29
2002-04-24,1713.34
2002-04-25,1713.70
2002-04-26,1663.89
2002-04-29,1656.93
2002-04-30,1688.23
2002-05-01,1677.53
2002-05-02,1644.82
2002-05-03,1613.03
2002-05-06,1578.48
2002-05-07,1573.82
2002-05-08,1696.29
2002-05-09,1650.49
2002-05-10,1600.85
2002-05-13,1652.54
2002-05-14,1719.05
2002-05-15,1725.56
2002-05-16,1730.44
2002-05-17,1741.39
2002-05-20,1701.59
2002-05-21,1664.18
2002-05-22,1673.45
2002-05-23,1697.63
2002-05-24,1661.49
2002-05-27,.
2002-05-28,1652.17
2002-05-29,1624.39
2002-05-30,1631.92
2002-05-31,1615.73
2002-06-03,1562.56
2002-06-04,1578.12
2002-06-05,1595.26
2002-06-06,1554.88
2002-06-07,1535.48
2002-06-10,1530.69
2002-06-11,1497.18
2002-06-12,1519.12
2002-06-13,1496.86
2002-06-14,1504.74
2002-06-17,1553.29
2002-06-18,1542.96
2002-06-19,1496.83
2002-06-20,1464.75
2002-06-21,1440.96
2002-06-24,1460.34
2002-06-25,1423.99
2002-06-26,1429.33
2002-06-27,1459.20
2002-06-28,1463.21
2002-07-01,1403.80
2002-07-02,1357.82
2002-07-03,1380.17
2002-07-04,.
2002-07-05,1448.36
2002-07-08,1405.61
2002-07-09,1381.12
2002-07-10,1346.01
2002-07-11,1374.43
2002-07-12,1373.50
2002-07-15,1382.62
2002-07-16,1375.26
2002-07-17,1397.25
2002-07-18,1356.95
2002-07-19,1319.15
2002-07-22,1282.65
2002-07-23,1229.05
2002-07-24,1290.23
2002-07-25,1240.08
2002-07-26,1262.12
2002-07-29,1335.25
2002-07-30,1344.19
2002-07-31,1328.26
2002-08-01,1280.00
2002-08-02,1247.92
2002-08-05,1206.01
2002-08-06,1259.55
2002-08-07,1280.90
2002-08-08,1316.52
2002-08-09,1306.12
2002-08-12,1306.84
2002-08-13,1269.28
2002-08-14,1334.30
2002-08-15,1345.01
2002-08-16,1361.01
2002-08-19,1394.54
2002-08-20,1376.59
2002-08-21,1409.25
2002-08-22,1422.95
2002-08-23,1380.62
2002-08-26,1391.74
2002-08-27,1347.78
2002-08-28,1314.38
2002-08-29,1335.77
2002-08-30,1314.85
2002-09-02,.
2002-09-03,1263.84
2002-09-04,1292.31
2002-09-05,1251.00
2002-09-06,1295.30
2002-09-09,1304.60
2002-09-10,1320.09
2002-09-11,1315.45
2002-09-12,1279.68
2002-09-13,1291.40
2002-09-16,1275.88
2002-09-17,1259.94
2002-09-18,1252.13
2002-09-19,1216.45
2002-09-20,1221.09
2002-09-23,1184.93
2002-09-24,1182.17
2002-09-25,1222.29
2002-09-26,1221.61
2002-09-27,1199.16
2002-09-30,1172.06
2002-10-01,1213.72
2002-10-02,1187.30
2002-10-03,1165.56
2002-10-04,1139.90
2002-10-07,1119.40
2002-10-08,1129.21
2002-10-09,1114.11
2002-10-10,1163.37
2002-10-11,1210.47
2002-10-14,1220.53
2002-10-15,1282.44
2002-10-16,1232.42
2002-10-17,1272.29
2002-10-18,1287.86
2002-10-21,1309.67
2002-10-22,1292.80
2002-10-23,1320.23
2002-10-24,1298.71
2002-10-25,1331.13
2002-10-28,1315.83
2002-10-29,1300.54
2002-10-30,1326.73
2002-10-31,1329.75
2002-11-01,1360.70
2002-11-04,1396.54
2002-11-05,1401.17
2002-11-06,1418.99
2002-11-07,1376.71
2002-11-08,1359.28
2002-11-11,1319.19
2002-11-12,1349.56
2002-11-13,1361.34
2002-11-14,1411.52
2002-11-15,1411.14
2002-11-18,1393.69
2002-11-19,1374.51
2002-11-20,1419.35
2002-11-21,1467.55
2002-11-22,1468.74
2002-11-25,1481.90
2002-11-26,1444.43
2002-11-27,1487.94
2002-11-28,.
2002-11-29,1478.78
2002-12-02,1484.78
2002-12-03,1448.96
2002-12-04,1430.35
2002-12-05,1410.75
2002-12-06,1422.44
2002-12-09,1367.14
2002-12-10,1390.76
2002-12-11,1396.59
2002-12-12,1399.55
2002-12-13,1362.42
2002-12-16,1400.33
2002-12-17,1392.05
2002-12-18,1361.51
2002-12-19,1354.10
2002-12-20,1363.05
2002-12-23,1381.69
2002-12-24,1372.47
2002-12-25,.
2002-12-26,1367.89
2002-12-27,1348.31
2002-12-30,1339.54
2002-12-31,1335.51
2003-01-01,.
2003-01-02,1384.85
2003-01-03,1387.08
2003-01-06,1421.32
2003-01-07,1431.57
2003-01-08,1401.07
2003-01-09,1438.46
2003-01-10,1447.72
2003-01-13,1446.04
2003-01-14,1460.99
2003-01-15,1438.80
2003-01-16,1423.75
2003-01-17,1376.19
2003-01-20,.
2003-01-21,1364.25
2003-01-22,1359.48
2003-01-23,1388.27
2003-01-24,1342.14
2003-01-27,1325.27
2003-01-28,1342.18
2003-01-29,1358.06
2003-01-30,1322.35
2003-01-31,1320.91
2003-02-03,1323.79
2003-02-04,1306.15
2003-02-05,1301.50
2003-02-06,1301.73
2003-02-07,1282.47
2003-02-10,1296.68
2003-02-11,1295.46
2003-02-12,1278.97
2003-02-13,1277.44
2003-02-14,1310.17
2003-02-17,.
2003-02-18,1346.54
2003-02-19,1334.32
2003-02-20,1331.23
2003-02-21,1349.02
2003-02-24,1322.38
2003-02-25,1328.98
2003-02-26,1303.68
2003-02-27,1323.94
2003-02-28,1337.52
2003-03-03,1320.29
2003-03-04,1307.77
2003-03-05,1314.40
2003-03-06,1302.89
2003-03-07,1305.29
2003-03-10,1278.37
2003-03-11,1271.47
2003-03-12,1279.24
2003-03-13,1340.77
2003-03-14,1340.33
2003-03-17,1392.27
2003-03-18,1400.55
2003-03-19,1397.07
2003-03-20,1402.77
2003-03-21,1421.84
2003-03-24,1369.78
2003-03-25,1391.01
2003-03-26,1387.45
2003-03-27,1384.25
2003-03-28,1369.60
2003-03-31,1341.17
2003-04-01,1348.30
2003-04-02,1396.72
2003-04-03,1396.58
2003-04-04,1383.51
2003-04-07,1389.51
2003-04-08,1382.94
2003-04-09,1356.74
2003-04-10,1365.61
2003-04-11,1358.85
2003-04-14,1384.95
2003-04-15,1391.01
2003-04-16,1394.72
2003-04-17,1425.50
2003-04-18,.
2003-04-21,1424.37
2003-04-22,1451.36
2003-04-23,1466.16
2003-04-24,1457.23
2003-04-25,1434.54
2003-04-28,1462.24
2003-04-29,1471.30
2003-04-30,1464.31
2003-05-01,1472.56
2003-05-02,1502.88
2003-05-05,1504.04
2003-05-06,1523.71
2003-05-07,1506.76
2003-05-08,1489.69
2003-05-09,1520.15
2003-05-12,1541.40
2003-05-13,1539.68
2003-05-14,1534.90
2003-05-15,1551.38
2003-05-16,1538.53
2003-05-19,1492.77
2003-05-20,1491.09
2003-05-21,1489.87
2003-05-22,1507.55
2003-05-23,1510.09
2003-05-26,.
2003-05-27,1556.69
2003-05-28,1563.24
2003-05-29,1574.95
2003-05-30,1595.91
2003-06-02,1590.75
2003-06-03,1603.56
2003-06-04,1634.65
2003-06-05,1646.01
2003-06-06,1627.42
2003-06-09,1603.97
2003-06-10,1627.67
2003-06-11,1646.02
2003-06-12,1653.62
2003-06-13,1626.49
2003-06-16,1666.58
2003-06-17,1668.44
2003-06-18,1677.14
2003-06-19,1648.64
2003-06-20,1644.72
2003-06-23,1610.75
2003-06-24,1605.61
2003-06-25,1602.66
2003-06-26,1634.01
2003-06-27,1625.26
2003-06-30,1622.80
2003-07-01,1640.13
2003-07-02,1678.73
2003-07-03,1663.46
2003-07-04,.
2003-07-07,1720.71
2003-07-08,1746.46
2003-07-09,1747.46
2003-07-10,1715.86
2003-07-11,1733.93
2003-07-14,1754.82
2003-07-15,1753.21
2003-07-16,1747.97
2003-07-17,1698.02
2003-07-18,1708.50
2003-07-21,1681.41
2003-07-22,1706.10
2003-07-23,1719.18
2003-07-24,1701.42
2003-07-25,1730.70
2003-07-28,1735.36
2003-07-29,1731.37
2003-07-30,1720.91
2003-07-31,1735.02
2003-08-01,1715.62
2003-08-04,1714.06
2003-08-05,1673.50
2003-08-06,1652.68
2003-08-07,1652.18
2003-08-08,1644.03
2003-08-11,1661.51
2003-08-12,1687.01
2003-08-13,1686.61
2003-08-14,1700.34
2003-08-15,1702.01
2003-08-18,1739.49
2003-08-19,1761.11
2003-08-20,1760.54
2003-08-21,1777.55
2003-08-22,1765.32
2003-08-25,1764.31
2003-08-26,1770.65
2003-08-27,1782.13
2003-08-28,1800.18
2003-08-29,1810.45
2003-09-01,.
2003-09-02,1841.48
2003-09-03,1852.90
2003-09-04,1868.97
2003-09-05,1858.24
2003-09-08,1888.62
2003-09-09,1873.43
2003-09-10,1823.81
2003-09-11,1846.09
2003-09-12,1855.03
2003-09-15,1845.70
2003-09-16,1887.25
2003-09-17,1883.10
2003-09-18,1909.55
2003-09-19,1905.70
2003-09-22,1874.62
2003-09-23,1901.72
2003-09-24,1843.70
2003-09-25,1817.24
2003-09-26,1792.07
2003-09-29,1824.56
2003-09-30,1786.94
2003-10-01,1832.25
2003-10-02,1836.22
2003-10-03,1880.57
2003-10-06,1893.46
2003-10-07,1907.85
2003-10-08,1893.78
2003-10-09,1911.90
2003-10-10,1915.31
2003-10-13,1933.53
2003-10-14,1943.19
2003-10-15,1939.10
2003-10-16,1950.14
2003-10-17,1912.36
2003-10-20,1925.14
2003-10-21,1940.90
2003-10-22,1898.07
2003-10-23,1885.51
2003-10-24,1865.59
2003-10-27,1882.91
2003-10-28,1932.26
2003-10-29,1936.56
2003-10-30,1932.69
2003-10-31,1932.21
2003-11-03,1967.70
2003-11-04,1957.96
2003-11-05,1959.37
2003-11-06,1976.37
2003-11-07,1970.74
2003-11-10,1941.64
2003-11-11,1930.75
2003-11-12,1973.11
2003-11-13,1967.35
2003-11-14,1930.26
2003-11-17,1909.61
2003-11-18,1881.75
2003-11-19,1899.65
2003-11-20,1881.92
2003-11-21,1893.88
2003-11-24,1947.14
2003-11-25,1943.04
2003-11-26,1953.31
2003-11-27,.
2003-11-28,1960.26
2003-12-01,1989.82
2003-12-02,1980.07
2003-12-03,1960.25
2003-12-04,1968.80
2003-12-05,1937.82
2003-12-08,1948.85
2003-12-09,1908.32
2003-12-10,1904.65
2003-12-11,1942.32
2003-12-12,1949.00
2003-12-15,1918.26
2003-12-16,1924.29
2003-12-17,1921.33
2003-12-18,1956.18
2003-12-19,1951.02
2003-12-22,1955.80
2003-12-23,1974.78
2003-12-24,1969.23
2003-12-25,.
2003-12-26,1973.14
2003-12-29,2006.48
2003-12-30,2009.88
2003-12-31,2003.37
2004-01-01,.
2004-01-02,2006.68
2004-01-05,2047.36
2004-01-06,2057.37
2004-01-07,2077.68
2004-01-08,2100.25
2004-01-09,2086.92
2004-01-12,2111.78
2004-01-13,2096.44
2004-01-14,2111.13
2004-01-15,2109.08
2004-01-16,2140.46
2004-01-19,.
2004-01-20,2147.98
2004-01-21,2142.45
